id,longitude,latitude,tmcf,remove,country,realm,elevation,cloud,temperature,min_temperature,max_temperature,tr,strd,dewpoint,pressure,ssrd,precipitation,rwca,vswc,ET,PET
112,39.999986,6.999986,Bale Mountains,,ETH,Paleartic,2689,0.0009911658,0.007940548,0.005945436,0.0061330018,329.35254,240.02489,0.021663757,0.9189212,517.6367,0.009255138,4.4696757E-05,0.00045164328,0,0
113,145.800014,-17.583319,Mount Bartle Frere,,AUS,Australasia,467,0.001504985,0.011666446,0.0119939875,0.011955987,525.6269,187.24109,0.01609842,1.4554875,502.06845,0.05853929,0.00016212685,0.00043643938,0,0
114,145.866681,-17.716681,Mount Bellenden Ker,,AUS,Australasia,79,0.0014269907,0.011562611,0.011965583,0.011937018,528.0202,187.14851,0.015655505,1.4864764,503.78482,0.061451443,0.00016623516,0.00044546422,0,0
115,115.199986,4.483319,Bukit Belalong,,BRN,Indomalayan,528,0.00063830096,0.0061543877,0.006794302,0.007009023,926.10516,140.34813,0.0074431403,1.3673413,650.29535,0.024756666,0.000149901,0.0002739713,0,0
116,80.800014,6.933319,Hakgala Peak,,LKA,Indomalayan,1805,0.0005021032,0.0074111633,0.0073590833,0.0076060784,417.02588,170.16505,0.005194535,1.276645,487.12332,0.022529293,0.0001596441,0.00044290704,0,0
117,80.749986,6.800014,Kirigalpota,,LKA,Indomalayan,1964,0.00051111967,0.007201246,0.007231861,0.007482898,408.15652,141.04973,0.0048156697,1.285721,443.43,0.02298978,0.00014663771,0.00044063156,0,0
118,80.516681,6.783319,Sri Pada/Adam's Peak,,LKA,Indomalayan,1704,0.0005734764,0.0065540713,0.0065834257,0.006776791,447.04758,157.79442,0.0048784507,1.2314203,456.62033,0.02930045,0.00014243468,0.0002683838,0,0
119,80.749986,7.016681,Pidurutalagala,,LKA,Indomalayan,2237,0.00050744927,0.007725143,0.007590145,0.007859558,394.22107,146.11287,0.005535584,1.2747241,458.36798,0.024815371,0.00011720022,0.00046965046,0,0
120,80.749986,6.916681,Conical Hill,,LKA,Indomalayan,1610,0.0005021032,0.0074111633,0.0073590833,0.0076060784,394.27225,120.772446,0.005194535,1.276645,395.94858,0.020674694,9.395678E-05,0.00044290704,0,0
121,80.716681,6.983319,Kikilimana,,LKA,Indomalayan,1865,0.0005021032,0.0074111633,0.0073590833,0.0076060784,400.19913,132.12723,0.005194535,1.276645,414.69724,0.023793016,0.000119752636,0.00044290704,0,0
122,80.800014,7.047208,Mahakudugala,,LKA,Indomalayan,1702,0.00050744927,0.007725143,0.007590145,0.007859558,448.2329,149.4048,0.005535584,1.2747241,453.70966,0.025601786,0.00013570528,0.00046965046,0,0
123,81.116681,6.933319,Namunukula,,LKA,Indomalayan,1837,0.0004527299,0.009246742,0.009219363,0.009579461,493.51962,147.47043,0.0071257097,1.4091889,410.98898,0.024872398,0.00011577871,0.0005417348,0,0
124,80.666653,6.933319,Nanuoya,,LKA,Indomalayan,1215,0.0004915665,0.007119679,0.0070795133,0.007301891,424.13556,148.68312,0.0048569595,1.244877,465.85715,0.025031848,0.00016391257,0.00036818185,0,0
125,80.849986,7.016681,Ragala,,LKA,Indomalayan,1588,0.00047248238,0.008271774,0.008285029,0.00857326,447.3144,154.85847,0.006656352,1.3307176,457.9667,0.025973856,0.0001513715,0.00045124727,0,0
126,80.833347,7.366681,Knuckles,,LKA,Indomalayan,1363,0.0005725062,0.00881177,0.0087407725,0.009102502,429.04285,167.24692,0.0065978896,1.3568331,479.38724,0.027957948,0.00018863892,0.00047072393,0,0
127,80.733319,7.466681,Gombaniya,,LKA,Indomalayan,1508,0.00057752075,0.008016539,0.007765091,0.008083684,403.4213,136.5005,0.005759054,1.3200146,427.73398,0.027862245,0.00013158917,0.0003967027,0,0
128,80.783319,7.466681,Kalupahana,,LKA,Indomalayan,730,0.00057752075,0.008016539,0.007765091,0.008083684,417.02588,170.16505,0.005759054,1.3200146,487.12332,0.029084079,0.0001596441,0.0003967027,0,0
129,80.866681,7.383319,Dumbanagala,,LKA,Indomalayan,1429,0.0005725062,0.00881177,0.0087407725,0.009102502,476.46838,138.88376,0.0065978896,1.3568331,404.1765,0.029574608,0.0001140504,0.00047072393,0,0
130,109.699986,18.950014,Wuzhi Mountain,,CHN,Indomalayan,768,0.0008356435,0.01321213,0.012167625,0.01228174,783.389,165.1539,0.013882883,1.382345,752.14374,0.02213498,0.00021162472,0.0005665685,0,0
131,93.916653,21.200014,Natma Taung/Mount Victoria,,MMR,Indomalayan,2240,0.00064035185,0.009367675,0.009643443,0.009847099,608.46655,146.10066,0.00624814,1.3059437,560.9513,0.036576256,0.00012506031,0.00026723227,0,0
132,-43.429431,-22.607208,Serra do Tingu ,,BRA,Neotropic,40,0.001017231,0.012557683,0.012050132,0.012352969,396.67822,297.6371,0.013707576,1.0935314,714.23096,0.020962138,7.437497E-05,0.0004987811,0,0
133,-43.049986,-22.466681,Serra dos Orgaos,,BRA,Neotropic,2100,0.0009811254,0.011586206,0.011060379,0.011232807,389.22037,303.68103,0.013104159,1.0946721,673.68274,0.01878392,7.235429E-05,0.00033276255,0,0
134,-78.750014,-6.233319,Cutervo,,PER,Neotropic,2659,0.0012838385,0.01124514,0.009719821,0.010162901,378.71793,162.92181,0.010225272,0.7191379,669.86816,0.0121469665,0.0004029112,0.00045640828,0,0
135,-75.983319,-9.266681,Tingo Maria,,PER,Neotropic,654,0.00055219344,0.009895388,0.008166462,0.008240949,361.5274,237.05997,0.007844916,0.9060599,380.6482,0.033843305,7.386515E-05,0.0003268887,0,0
136,-75.349986,-10.366681,Yanáchanga Chemillén,,PER,Neotropic,1052,0.00048535338,0.009473457,0.00744487,0.007445605,428.91467,153.85178,0.008391669,0.90886015,523.36816,0.027605396,9.616034E-05,0.000121892364,0,0
137,-72.866681,-13.566653,Ampay,,PER,Neotropic,3906,0.0005678892,0.011730416,0.010812702,0.01109582,379.5209,160.14816,0.0072139488,0.8881992,414.61075,0.0075219716,9.039419E-05,0.000423188,0,0
138,-72.583347,-12.199986,Macchu Picchu,,PER,Neotropic,1430,0.00060574827,0.009480886,0.0075436886,0.0075125094,376.2715,160.62776,0.0071991263,0.926213,437.9974,0.030133849,7.520796E-05,0.00017962896,0,0
139,-79.333347,-3.750014,El Sauce,,ECU,Neotropic,2937,0.0006296803,0.010998984,0.009049358,0.009088504,442.59198,178.01971,0.007062119,0.56234765,752.8918,0.010214197,0.00035019006,0.00031426284,0,0
140,-79.216681,-3.633319,Torré,,ECU,Neotropic,2554,0.0006296803,0.010998984,0.009049358,0.009088504,339.5017,170.78809,0.007062119,0.56234765,619.65967,0.011228818,0.00035212486,0.00031426284,0,0
141,-79.283319,-3.799986,Santiago,,ECU,Neotropic,2506,0.000620294,0.011085133,0.009223638,0.009275228,343.70425,171.09645,0.0069886507,0.54726446,662.142,0.007288398,0.0004001696,0.00031151666,0,0
142,-79.199986,-3.683319,Oñacapa/Hiñuña,,ECU,Neotropic,2759,0.0006648545,0.009971818,0.0077633276,0.007816377,349.5732,168.52986,0.0068608625,0.61741036,643.24725,0.010710602,0.00036895514,0.00026499602,0,0
143,-79.366681,-3.533319,Cuesta de Cañabrada,,ECU,Neotropic,2573,0.00047672782,0.011029649,0.009285795,0.009316793,332.0449,172.76129,0.007126544,0.5338669,620.5251,0.012743587,0.00034355762,0.000215638,0,0
144,-79.216681,-3.700014,Ingapirra,,ECU,Neotropic,3086,0.0006296803,0.010998984,0.009049358,0.009088504,343.70425,171.09645,0.007062119,0.56234765,662.142,0.011243741,0.0004001696,0.00031426284,0,0
145,-88.966681,17.116681,Slate Creek Preserve,,BLZ,Neotropic,283,0.00067153503,0.010977252,0.0109776,0.011537517,196.53658,204.55096,0.00897135,1.3432738,282.53195,0.022704111,7.6754495E-06,0.00069026626,0,0
146,-89.833347,15.149986,Sierra de las Minas,,GTM,Neotropic,2322,0.0008399851,0.00983437,0.009302859,0.009533208,365.7672,209.65533,0.009085006,1.0024493,589.0229,0.021695185,0.00015559794,0.00041126582,0,0
147,-89.333347,14.499986,Trifinio,,GTM,Neotropic,1529,0.0007221904,0.009890679,0.009001028,0.009166038,463.1979,438.5909,0.00948038,0.75440735,242.62186,0.016477495,0.00015502227,0.00025522982,0,0
148,-90.283319,15.249986,Univ. Biotope,,GTM,Neotropic,1626,0.0005998027,0.009658722,0.00931361,0.009466646,197.06033,319.2356,0.00860162,0.8354501,353.62064,0.017872414,3.1371328E-06,0.00031407358,0,0
149,-77.949986,7.349986,Cordillera de Juradó,,PAN,Neotropic,373,0.0010237937,0.008702692,0.009092262,0.009198501,440.82782,521.29407,0.0066319485,0.8671108,365.82974,0.033267226,1.1518747E-06,0.0001238077,0,0
150,-105.816653,23.466681,El Batel,,MEX,Neotropic,1765,0.0006625439,0.010351052,0.008337581,0.008567882,152.16692,249.92986,0.015240971,0.8054928,406.58682,0.008875326,7.4411273E-06,0.0003443352,0,0
151,-104.166653,19.549986,Sierra de Manantlán,,MEX,Neotropic,2429,0.00061544473,0.006661514,0.006889307,0.007057157,168.99971,316.49277,0.012644228,0.7949474,388.00232,0.013588924,1.3237316E-05,0.00048312996,0,0
152,-103.616681,19.533319,Nevado de Colima,,MEX,Neotropic,3353,0.00054262613,0.006294565,0.006344034,0.0065603666,199.76576,289.59418,0.012557949,0.7991507,273.87054,0.011704897,3.456358E-05,0.0003353445,0,0
153,-100.300014,19.733347,"Sierra Chincua, Michoacán",,MEX,Neotropic,2672,0.00068770006,0.008359606,0.008532746,0.009050163,330.42947,234.07332,0.019538665,0.7890372,334.60114,0.013270696,6.412021E-05,0.00046788433,0,0
154,124.050014,12.800014,Mount Bulusan,,PHL,Indomalayan,457,0.00068596547,0.004870445,0.005168409,0.005418269,365.78357,442.37604,0.006314215,1.8529149,580.87384,0.06882922,7.439525E-05,0.00045344068,0,0
155,121.199986,14.133319,Mount Makiling/Maquiling,,PHL,Indomalayan,943,0.0005936798,0.00710462,0.007487259,0.007865327,1049.3091,243.9737,0.0073129195,1.7543802,928.6724,0.0370256,0.00017687085,0.00060415594,0,0
156,98.483319,18.583319,Doi Inthanon,,THA,Indomalayan,2532,0.0010990339,0.009143236,0.011195173,0.011896128,655.608,184.84512,0.010457667,1.2523236,715.14056,0.016872369,0.0001749257,0.00033930145,0,0
157,-99.683347,17.549986,"Omiltempi, Guerrero",,MEX,Neotropic,2296,0.0004827347,0.006401238,0.0060767485,0.0061637806,235.54025,260.54752,0.010056685,0.73470443,241.67815,0.012041329,0.00012046518,0.00032073626,0,0
158,-97.883319,17.183319,"San Andrés Chicahuaxtla, Oaxaca",,MEX,Neotropic,2006,0.00042872783,0.0059690364,0.006398292,0.0062833056,611.32825,557.8703,0.009570028,0.69302285,501.59253,0.013497281,0.00015493548,0.00027902788,0,0
159,-96.666653,17.166681,"Cerro San Felipe, Oaxaca",,MEX,Neotropic,3246,0.0005713897,0.0092684375,0.009558288,0.009975239,557.6298,547.9484,0.011755648,0.8014557,378.8528,0.009683275,0.00019905683,0.00048803515,0,0
160,-97.116681,16.200014,"Sierra de Maihuatlán, Oaxaca",,MEX,Neotropic,1786,0.0005060487,0.0057405015,0.006125471,0.006083334,586.687,602.31177,0.010097969,0.69967145,488.58237,0.0128120445,0.00012931506,0.00022473614,0,0
161,-92.733319,16.166681,"La Sepultura, Chiapas",,MEX,Neotropic,621,0.0005696513,0.007196597,0.008927881,0.00914944,422.69974,240.17633,0.0061741583,0.76904154,508.35068,0.013926658,0.00011032953,0.00032155664,0,0
162,-99.666653,18.616681,"Sierra de Taxco, Guerrero",,MEX,Neotropic,2274,0.00033797446,0.0076628025,0.0075509977,0.0077634347,267.97354,260.27347,0.01509403,0.7976069,300.09888,0.009361608,0.00023366815,0.00029155903,0,0
163,-99.316653,18.983347,"Ocuilan, State of M‚xico",,MEX,Neotropic,2161,0.00037683352,0.00736311,0.00766636,0.0077461107,284.58548,252.3382,0.014420701,0.76651734,319.57904,0.010518394,0.00025031803,0.00030939383,0,0
164,-98.633319,21.083319,"Tlanchinol, Hidalgo",,MEX,Neotropic,649,0.0010697929,0.0101743555,0.010303215,0.010677632,605.71155,599.0878,0.007876585,1.3098841,512.40924,0.019470898,0.00016217254,0.00040441725,0,0
165,-96.383319,17.633319,"Sierra de Juárez, Oaxaca",,MEX,Neotropic,1036,0.00072078744,0.008753167,0.008094511,0.008304672,578.98224,594.40454,0.008251591,1.0671341,466.7502,0.02637226,0.000117203876,0.00024645045,0,0
166,-89.089264,14.314319,Cerro El Pital,,SLV,Neotropic,1877,0.000431866,0.011030409,0.010613441,0.010850783,461.71213,441.53668,0.010478474,0.6569081,272.38852,0.020917065,0.0001638283,0.00041719252,0,0
167,112.249986,-7.949986,Gunung Kawi,,IDN,Indomalayan,702,0.0005263127,0.009615941,0.0069783963,0.00671968,711.9669,245.48027,0.013924032,1.5518537,693.93304,0.03838859,0.00016643446,0.0008594747,0,0
168,112.716681,-8.083319,Gunung Semeru,,IDN,Indomalayan,512,0.00069384894,0.009855593,0.0077723917,0.007604029,957.6089,166.62483,0.014937,1.5226957,882.61096,0.03919488,0.00025863675,0.00089900603,0,0
169,115.466681,-8.333319,Gunung Agung,,IDN,Indomalayan,1559,0.00065671897,0.006917048,0.006744811,0.006812328,959.6277,146.8568,0.014487581,1.5806599,684.12573,0.040661793,0.0001550676,0.00066075876,0,0
170,116.416653,-8.399986,Gunung Rinjani,,IDN,Australasia,2035,0.00058428274,0.0068918103,0.006821741,0.006661088,1035.9261,225.37788,0.013836412,1.602902,954.5693,0.04543035,0.00017074951,0.00059081113,0,0
171,106.433347,-6.699986,Haliman,,IDN,Indomalayan,1593,0.0009157115,0.0073911576,0.0064267064,0.0068937647,1073.7874,398.49646,0.011174725,1.3876148,1022.1044,0.06540121,0.0001440622,0.00076031906,0,0
172,106.933347,-6.800014,Pangrango,,IDN,Indomalayan,1660,0.0007949988,0.0075000413,0.0064750877,0.0070596645,1096.7537,412.13412,0.0132318325,1.4125419,1072.2458,0.05315877,0.00011865881,0.0007693703,0,0
173,119.966681,-5.366681,Gunung Lompobatang,,IDN,Australasia,1610,0.0006542664,0.0062168334,0.00565975,0.0059353486,1024.4684,251.33867,0.01601576,1.5345044,899.41,0.044327557,0.0001695376,0.0007534996,0,0
174,140.266653,-4.716681,Puncak Mandala,,IDN,Australasia,2832,0.00055293133,0.006764568,0.0055170665,0.0055735596,569.34326,175.52188,0.00851864,1.2479457,494.2542,0.029267583,0.00014495612,0.00014488763,0,0
175,139.933347,-4.533319,Puncak Wisnumurti,,IDN,Australasia,3974,0.00061776594,0.0064354944,0.0049940487,0.0050038453,571.30194,180.16008,0.006914225,1.2374752,484.4622,0.021224083,0.0001605288,0.00012559323,0,0
176,103.099986,-4.066681,Dempo,,IDN,Indomalayan,1325,0.00062446296,0.0058128256,0.005679576,0.005877627,707.77435,181.35689,0.008264162,1.2231921,705.1054,0.035971537,0.00016690428,0.0005300225,0,0
177,103.483319,-4.333319,Bepagut,,IDN,Indomalayan,2352,0.0007648992,0.0062434482,0.006104223,0.006367232,844.67804,190.128,0.010860306,1.2521355,656.1488,0.037055556,0.0001055977,0.00066050893,0,0
178,103.333347,-4.233319,Patai,,IDN,Indomalayan,2222,0.00076129485,0.006029062,0.005906842,0.006155999,697.9815,180.39702,0.009624077,1.2413055,680.40985,0.035372116,0.0001859748,0.0005718651,0,0
179,136.749986,-4.033319,Gunung Leonard Darwin,,IDN,Australasia,3273,0.0005059328,0.008313328,0.005653448,0.0056818877,663.1707,197.33675,0.0078289565,1.3048604,591.4639,0.03957868,0.00015311044,0.00010441142,0,0
180,137.149986,-4.083319,Puncak Jaya/Mount Carstensz,,IDN,Australasia,3953,0.00033995777,0.008212058,0.0056413054,0.0056161894,622.77246,199.51897,0.008267792,1.2682773,562.25543,0.037756044,0.0001706964,0.000118550386,0,0
181,138.649986,-4.283319,Puncak Tricora,,IDN,Australasia,4085,0.0006712982,0.008299965,0.0059381668,0.0059808595,618.43677,181.30858,0.008349537,1.2838094,520.7479,0.02344177,0.0001933854,0.00014298645,0,0
182,138.416681,-4.383319,Gunung Daam,,IDN,Australasia,2072,0.00055765046,0.008283026,0.005838921,0.0058714557,593.46625,189.50269,0.008201879,1.3275945,506.00168,0.024114741,0.00020371466,0.0001389131,0,0
183,101.783319,-3.416681,Sumbing,,IDN,Indomalayan,0,0.0004452183,0.0065019927,0.0062238136,0.006396386,568.2864,296.06052,0.0053643873,1.2342019,600.9526,,8.868773E-05,0.0002625506,0,0
184,102.316653,-3.366681,Daun,,IDN,Indomalayan,1276,0.0005908479,0.0055763577,0.005269515,0.005336733,303.8144,343.12988,0.0064432663,1.1853243,603.35254,0.030233063,0.00010735662,0.00036098267,0,0
185,120.016681,-3.383319,Gunung Rantemario,,IDN,Australasia,3189,0.0006823187,0.0060294284,0.0049810065,0.005056258,1029.0243,252.35295,0.010094762,1.4268489,908.08655,0.038710486,0.00016972887,0.00053545,0,0
186,121.249986,-3.650014,Gunung Mekongga,,IDN,Australasia,2542,0.0008659193,0.0070149694,0.0053997054,0.00566252,1096.929,239.83675,0.011701171,1.4629409,957.4565,0.04247592,0.00018085544,0.00073151215,0,0
187,126.216681,-3.299986,Gunung Kelapat Muda,,IDN,Australasia,2604,0.00050533627,0.0052563804,0.0049175336,0.004754277,862.7564,223.13965,0.009595855,1.5253218,746.55585,0.11597639,0.00026322933,0.00042749097,0,0
188,129.466653,-3.166681,Gunung Binaya,,IDN,Australasia,2154,0.00056539365,0.0059635066,0.004945437,0.004975962,758.71124,202.97446,0.010286504,1.529875,599.1198,0.09421649,0.00015431043,0.0005505582,0,0
189,102.133319,-2.866681,Seblat,,IDN,Indomalayan,2063,0.0005505563,0.005371774,0.0054811607,0.005438942,487.50726,312.9032,0.0072303214,1.2260374,722.9893,0.02978426,6.2701365E-05,0.00040809994,0,0
190,101.883319,-2.733319,Gedang,,IDN,Indomalayan,2167,0.0005571895,0.0054849563,0.0054908106,0.005443585,490.08575,302.68542,0.007001294,1.1915675,750.4555,0.02639351,7.34698E-05,0.00031120196,0,0
191,119.416653,-2.750014,Bukit Gandadiwata,,IDN,Australasia,2512,0.00077726145,0.0062270258,0.0052979,0.0052703335,1059.548,245.61969,0.009097836,1.345716,936.8598,0.06426962,0.0001427791,0.00043228702,0,0
192,138.766653,-2.533319,Van Rees Mountains and Foja Mountains,,IDN,Australasia,1796,0.00053185725,0.006846599,0.004095289,0.004083034,612.3897,182.12018,0.005713436,1.2973771,514.8725,0.016817985,0.00019912342,0.00018702216,0,0
193,101.349986,-2.049986,Talang,,IDN,Indomalayan,1458,0.0005793106,0.0051503573,0.0052137207,0.0051486716,614.4361,250.85986,0.0068036336,1.1747899,460.17615,0.028798155,8.4055086E-05,0.0002115679,0,0
194,101.866681,-2.483319,Masurai,,IDN,Indomalayan,2486,0.0005649362,0.005370581,0.0053894552,0.005322609,449.25644,269.73767,0.0070699183,1.2369205,715.48193,0.025909558,0.00011007573,0.00036189787,0,0
195,120.083347,-2.333319,Bukit Kambuno,,IDN,Australasia,2425,0.00060376973,0.007037867,0.005386724,0.0055386187,1013.92255,258.76825,0.010657749,1.393371,890.5804,0.033506118,0.0001744538,0.00059174077,0,0
196,101.383319,-1.700014,Tujuh,,IDN,Indomalayan,1995,0.0007439786,0.0048653265,0.0049316026,0.0048088226,594.4945,292.81613,0.0067905365,1.232796,571.2996,0.022514392,9.9618446E-05,0.0002387526,0,0
197,101.283319,-1.700014,Kerinci,,IDN,Indomalayan,2764,0.0007439786,0.0048653265,0.0049316026,0.0048088226,625.7554,235.70767,0.0067905365,1.232796,460.85648,0.021780958,0.0001052806,0.0002387526,0,0
198,110.150014,-1.200014,Gunung Palung,,IDN,Indomalayan,865,0.0006868556,0.004276401,0.004231151,0.0044234567,791.54425,151.67928,0.0065023466,1.3374054,734.51843,0.029721472,0.00015001022,0.00031313347,0,0
199,120.199986,-1.350014,Gunung Nokilalaki,,IDN,Australasia,1529,0.000497955,0.0066215275,0.0045307227,0.0046201735,970.9443,256.25244,0.00623402,1.4120525,1043.7408,0.028721297,0.00012171,0.00031395865,0,0
200,120.316653,-1.266681,Gunung Roroka Timbu,,IDN,Australasia,2204,0.00041758025,0.006395668,0.004573365,0.0046437094,959.2013,246.54855,0.005909746,1.4448483,1013.0514,0.028785862,0.0001301792,0.00030102124,0,0
201,121.416653,-1.250014,Gunung Katopasa,,IDN,Australasia,2148,0.00072659244,0.0070016203,0.0048005804,0.0049226494,997.88477,208.94638,0.008615009,1.4779627,953.3474,0.056755397,0.00012246601,0.00045763858,0,0
202,121.366681,-1.633319,Gunung Tambusisi,,IDN,Australasia,1737,0.0009474015,0.0074832737,0.005122473,0.0052751503,998.8768,209.82262,0.010752344,1.4997239,968.1747,0.025187762,0.00011721642,0.0005896402,0,0
203,121.683347,-1.600014,Gunung Tokala,,IDN,Australasia,1256,0.0005697139,0.0074222153,0.0057811295,0.0058139306,936.0397,338.73422,0.0096108895,1.5542244,956.97723,0.058701716,0.00017977483,0.00038962654,0,0
204,133.816653,-1.450014,Gunung Lina,,IDN,Australasia,2360,0.00042717872,0.0070437426,0.004830152,0.004833409,736.7395,205.22888,0.007730905,1.3258467,673.69635,0.045968555,0.00019558621,0.00020179643,0,0
205,110.216681,-1.066681,Gunung Panti,,IDN,Indomalayan,515,0.0008718813,0.005019485,0.0050804694,0.005502788,795.8986,152.0599,0.007475875,1.3264902,737.0318,0.030378452,0.00014937666,0.00047003943,0,0
206,112.416653,-0.699986,Bukit Baka,,IDN,Indomalayan,803,0.000545609,0.004311677,0.0043160487,0.0044347076,723.3006,246.65561,0.007027294,1.3489482,691.128,0.040629625,0.00016094821,0.00025021535,0,0
207,112.716681,-0.633319,Bukit Raya,,IDN,Indomalayan,1527,0.0005303331,0.004740503,0.004779255,0.0049053594,887.8463,219.73578,0.0069264164,1.352507,852.4198,0.045369286,0.0002090488,0.0002171009,0,0
208,132.399986,-0.666681,Kwoka,,IDN,Australasia,1561,0.0008171014,0.007225096,0.0048632394,0.004752076,765.29803,207.59752,0.006885713,1.3942326,667.4593,0.053659666,0.00018231591,0.00033576097,0,0
209,100.433347,-0.333319,Marapi,,IDN,Indomalayan,1086,0.0007688203,0.005240362,0.0055273236,0.005426711,619.1243,209.76518,0.006078296,1.1958182,489.22958,0.022360351,0.00010870033,0.00021851022,0,0
210,100.316653,-0.383319,Singgalang,,IDN,Indomalayan,2037,0.00079580984,0.0053489767,0.0055320645,0.005450438,592.0246,225.8095,0.006395325,1.1482708,507.15247,0.016802674,9.8087E-05,0.00017652509,0,0
211,99.983319,0.066681,Talamau,,IDN,Indomalayan,2384,0.00068819674,0.005219941,0.005528325,0.005501999,580.85895,223.43929,0.005960383,1.1522171,544.6471,0.029489845,0.000106057545,0.00016615441,0,0
212,100.633319,-0.383319,Malintang Sago,,IDN,Indomalayan,848,0.0008367063,0.0058192755,0.00611937,0.006133435,602.1993,234.77505,0.0059351083,1.2803686,509.65265,0.027041115,8.008773E-05,0.0004254845,0,0
213,99.550014,0.633319,Sorik Merapi,,IDN,Indomalayan,1566,0.00064172933,0.005205578,0.0054897005,0.0054599736,592.02045,211.92445,0.0062183724,1.1315451,578.2223,0.031444125,0.00010722161,0.00013804386,0,0
214,120.266681,0.649986,Gunung Ogoamas,,IDN,Australasia,980,0.0006215378,0.005509119,0.004805795,0.0050177365,964.0425,257.28882,0.0056689037,1.4691023,1035.7831,0.034629088,0.000119214834,0.0004609757,0,0
215,120.766681,0.749986,Gunung Maling,,IDN,Australasia,337,0.00058638764,0.005593545,0.004808604,0.005058838,981.32684,258.5143,0.006335283,1.4626995,1058.3744,0.031926006,0.000113355825,0.00044000192,0,0
216,125.166653,1.483319,Gunung Klabat,,IDN,Australasia,1089,0.00071303325,0.0037522179,0.0041247173,0.004058551,865.34784,221.74321,0.007160656,1.6378752,744.93445,0.040009912,0.0002475701,0.0004958551,0,0
217,115.249986,3.183319,Iban Range,,IDN,Indomalayan,450,0.0007037731,0.0067029195,0.0070420667,0.007413202,969.4989,154.20735,0.004673218,1.3234317,643.7166,0.031355377,0.00017452487,0.00030718648,0,0
218,97.199986,3.766681,Leuser,,IDN,Indomalayan,2954,0.00050502265,0.0047244164,0.005198458,0.0051303045,693.32056,158.33604,0.006611154,1.1201792,702.38043,0.016694931,0.00013591954,0.00012606553,0,0
219,97.783319,3.766681,Bandahara,,IDN,Indomalayan,2531,0.00051724963,0.0051466557,0.0058649234,0.0058878944,658.76434,192.35661,0.005730917,1.2160642,666.89197,0.028271994,0.00014731982,0.00020044853,0,0
220,97.483319,4.083319,Lembu,,IDN,Indomalayan,1400,0.0006961225,0.0052747126,0.0058681644,0.005868718,677.6482,180.03114,0.0063536325,1.2108707,694.5008,0.023480067,0.00014602035,0.00028562726,0,0
221,95.633319,5.050014,Hulumasen,,IDN,Indomalayan,2084,0.00045171392,0.0046867533,0.0051237317,0.0050834557,673.4642,142.95027,0.005331956,1.161137,678.4338,0.028007274,0.00012808871,0.00020020462,0,0
222,96.300014,4.933319,Kemiki,,IDN,Indomalayan,1986,0.0007208351,0.004598164,0.0050963485,0.0049910597,647.4148,167.36752,0.00632829,1.1805464,589.791,0.020032754,0.000116964526,0.00019311874,0,0
223,96.749986,4.333319,Abong-Abong,,IDN,Indomalayan,2259,0.00054333324,0.00499053,0.0056761205,0.005645715,664.14655,172.4388,0.0062244176,1.1172171,627.67505,0.02367111,0.0001264964,0.00017495645,0,0
224,96.883319,4.849986,Kapal,,IDN,Indomalayan,1621,0.000695469,0.004981977,0.005584706,0.0055485475,670.10297,172.83308,0.0062617105,1.2100763,643.4626,0.019854931,0.00012652109,0.00027940574,0,0
225,29.983347,-7.500014,Marungu Highlands,,ZAR,Paleartic,2416,0.00038205957,0.0065896735,0.0066119693,0.006720621,327.2168,311.06442,0.008065836,0.848245,332.05014,0.010108727,1.7481052E-05,0.00017343074,0,0
226,29.049986,-5.133319,Kabobo Mountain,,ZAR,Paleartic,2552,0.00039562356,0.007668349,0.007256001,0.0072903284,265.75876,204.65141,0.00943525,0.84689575,282.5494,0.012865794,1.874459E-05,0.00024900687,0,0
227,29.583319,-3.933319,Bururi,,BDI,Paleartic,1582,0.0002895037,0.007093533,0.006327887,0.0063840593,242.00314,217.79909,0.007050878,0.8528009,251.16968,0.009381832,2.7311278E-05,0.00016706571,0,0
228,28.583319,-3.416681,Itombwe Mountains,,ZAR,Paleartic,1674,0.0003209459,0.009164921,0.007838117,0.00774912,272.60693,204.49326,0.008492581,0.87698543,267.01407,0.010962576,1.9850553E-05,0.00019322183,0,0
229,29.333319,-2.716681,Kibira,,BDI,Paleartic,2430,0.00045187227,0.008507747,0.0077853394,0.007910093,263.2869,203.89062,0.011697659,0.8711992,320.28564,0.011218302,2.0381069E-05,0.00030204316,0,0
230,10.333319,-2.383319,Monts Doudou,,GAB,Paleartic,227,0.00075639255,0.007123781,0.006597574,0.00655478,192.83922,202.15013,0.0075041824,0.89914906,238.46434,0.01994735,1.39772665E-05,0.00021602435,0,0
231,28.950014,-2.349986,Bushenyi Forest,,ZAR,Paleartic,1488,0.00034927228,0.0073935417,0.0067807403,0.006733665,267.75293,203.21207,0.008638513,0.8623894,287.39014,0.0069277235,1.8483146E-05,0.00016987468,0,0
232,29.333319,-2.500014,Nyungwe Forest,,RWA,Paleartic,2411,0.00053031463,0.009056532,0.007901023,0.007943092,257.66266,208.90137,0.011015914,0.8673227,304.0533,0.009954879,1.9698231E-05,0.00032381483,0,0
233,28.833319,-2.049986,Kahuzi-Biega Mountains,,ZAR,Paleartic,2530,0.000311511,0.007874795,0.0070008337,0.0070763906,270.837,199.07857,0.0077379094,0.8606384,283.34668,0.009279111,1.7950973E-05,0.0002557657,0,0
